otvoritev,barva,stevilo_iger,eco,datum,performance_rating,povprecen_rating,zmaga,remi,poraz,poteze 
"Queen's Gambit Declined, Orthodox Defense, General",black,1309,D60,2022-09-12,2095,2117,22.8,41.4,35.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7
"Queen's Gambit Declined, Orthodox Defense, Hennegerger Variation",black,952,D63,2022-04-12,2304,2326,22.6,40.1,37.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 a6
"Queen's Gambit Declined, Orthodox Defense, Main Line",black,1728,D63,2022-09-30,2143,2188,18.1,34.4,47.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6
"Queen's Gambit Declined, Orthodox Defense, Main Line",white,307,D67,2022-04-11,2287,2263,39.7,43.6,16.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O
"Queen's Gambit Declined, Orthodox Defense, Main Line",white,902,D63,2022-09-06,2355,2311,43.7,37.9,18.4,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1
"Queen's Gambit Declined, Orthodox Defense, Pillsbury Variation",white,191,D63,2022-06-24,2260,2222,55.5,21.5,23.0,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation",white,1907,D61,2022-09-11,2344,2299,49.1,31.8,19.0,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation, Flohr Line",white,351,D62,2022-02-02,2457,2428,30.8,54.4,14.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 c5 8.cxd5
"Queen's Gambit Declined, Pseudo-Tarrasch Variation",white,237,D50,2022-07-10,2307,2329,38.4,32.5,29.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5
"Queen's Gambit Declined, Queen's Knight Variation",white,4248,D31,2022-10-18,2257,2212,45.7,26.8,27.5,1.d4 d5 2.c4 e6 3.Nc3
"Queen's Gambit Declined, Ragozin Defense",black,6751,D38,2022-10-19,2302,2334,25.9,36.6,37.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4
"Queen's Gambit Declined, Ragozin Defense, Alekhine Variation",white,2272,D38,2022-10-15,2442,2409,39.9,34.1,26.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4+
"Queen's Gambit Declined, Ragozin Defense, Vienna Variation",black,972,D39,2022-09-18,2421,2423,34.6,35.7,29.7,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4
"Queen's Gambit Declined, Semi-Tarrasch Defense",black,1911,D40,2022-10-18,2250,2280,20.6,40.1,39.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5
"Queen's Gambit Declined, Semi-Tarrasch Defense, Exchange Variation",white,2199,D41,2022-10-07,2454,2403,35.0,46.2,18.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e4
"Queen's Gambit Declined, Semi-Tarrasch Defense, Main Line",white,795,D42,2022-09-15,2521,2469,38.9,46.0,15.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 Nc6 7.Bd3
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation",white,323,D40,2022-08-19,1994,1960,44.0,25.7,30.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation",white,737,D41,2022-07-23,2464,2425,40.0,39.4,20.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3
"Queen's Gambit Declined, Semmering Variation",black,111,D30,2021-10-05,2360,2359,26.1,42.3,31.5,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.e3 c6 5.Nbd2 Nbd7 6.Bd3 c5
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch",black,1890,D30,2022-09-28,2179,2205,23.2,28.7,48.1,1.d4 d5 2.c4 e6 3.Nf3 c5
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch, Bishop Attack",white,272,D30,2022-04-13,2488,2421,51.8,39.0,9.2,1.d4 d5 2.c4 e6 3.Nf3 c5 4.cxd5 exd5 5.Bg5
"Queen's Gambit Declined, Tartakower Defense, General",black,5499,D58,2022-10-08,2315,2342,19.8,47.8,32.4,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6
"Queen's Gambit Declined, Tartakower Defense, Makogonov Exchange Variation",black,1487,D59,2022-10-16,2255,2260,27.1,49.2,23.7,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 Nxd5
"Queen's Gambit Declined, Tartakower Variation, Exchange Variation",black,526,D57,2022-09-06,2079,2139,27.0,31.9,41.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 exd5
"Queen's Gambit Declined, Three Knights Variation, General",white,10425,D37,2022-10-17,2270,2238,42.3,33.5,24.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3
"Queen's Gambit Declined, Traditional Variation",white,3124,D30,2022-10-16,2224,2195,42.8,30.7,26.4,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5
"Queen's Gambit Declined, Vienna Variation",black,541,D30,2022-08-20,2299,2316,28.8,34.4,36.8,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Bb4+
"Queen's Gambit Declined, Vienna Variation",black,3429,D44,2022-10-19,2381,2411,25.2,40.2,34.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4
"Queen's Gambit Declined, Vienna Variation, Quiet Variation",white,2683,D44,2022-10-17,2353,2340,27.0,42.1,30.9,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4 5.e3
"Queen's Gambit Declined, Westphalian Variation",black,663,D51,2022-04-21,2329,2341,37.6,31.1,31.4,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4 6.Nf3 c5
"Queen's Gambit Refused, Albin Countergambit",black,960,D08,2022-09-10,2002,2026,35.8,21.4,42.8,1.d4 d5 2.c4 e5
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation",white,737,D09,2022-10-05,2219,2184,43.5,26.2,30.3,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation, Be6 Line",black,375,D09,2022-04-10,2122,2161,29.6,17.3,53.1,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 Be6
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation, Bg4 Line",black,359,D09,2022-08-06,2093,2117,31.8,13.7,54.6,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.g3 Bg4
"Queen's Gambit Refused, Albin Countergambit, Modern Line",white,418,D08,2022-10-04,2325,2251,55.7,19.1,25.1,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 5.Nbd2
"Queen's Gambit Refused, Albin Countergambit, Normal Line",white,1400,D08,2022-10-14,2119,2099,46.5,19.7,33.8,1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3
"Queen's Gambit Refused, Austrian Defense",black,426,D06,2022-08-30,2131,2209,25.4,25.8,48.8,1.d4 d5 2.c4 c5
"Queen's Gambit Refused, Austrian Defense, Gusev Countergambit",black,118,D06,2022-04-19,2246,2273,15.3,35.6,49.1,1.d4 d5 2.c4 c5 3.cxd5 Nf6
"Queen's Gambit Refused, Baltic Defense",black,1395,D02,2022-08-11,2100,2127,27.2,24.9,47.9,1.d4 d5 2.c4 Bf5
"Queen's Gambit Refused, Baltic Defense, Argentinian Gambit",black,194,D31,2022-04-19,2128,2229,9.8,37.1,53.1,1.d4 d5 2.c4 Bf5 3.cxd5 Bxb1 4.Qa4+ c6 5.dxc6 Nxc6
"Queen's Gambit Refused, Baltic Defense, Pseudo-Chigorin",black,473,D02,2022-10-01,2222,2234,31.7,29.4,38.9,1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 Nc6
"Queen's Gambit Refused, Baltic Defense, Pseudo-Slav",black,1284,D02,2022-08-13,2120,2151,24.1,30.2,45.7,1.d4 d5 2.c4 Bf5 3.Nc3 e6 4.Nf3 c6
"Queen's Gambit Refused, Baltic Defense, Queen Attack",white,115,D02,2022-03-26,2281,2212,51.3,26.1,22.6,1.d4 d5 2.c4 Bf5 3.Qb3
"Queen's Gambit Refused, Chigorin Defense",black,1849,D07,2022-09-30,2112,2148,29.8,23.8,46.5,1.d4 d5 2.c4 Nc6
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation",black,1054,D07,2022-08-19,2174,2221,29.6,25.9,44.5,1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation, Costa's Line",white,339,D07,2022-03-29,2364,2326,38.6,41.6,19.8,1.d4 d5 2.c4 Nc6 3.cxd5 Qxd5 4.e3 e5 5.Nc3 Bb4 6.Bd2 Bxc3 7.Bxc3 exd4 8.Ne2
"Queen's Gambit Refused, Chigorin Defense, Janowski Variation",white,251,D07,2022-04-12,2277,2159,71.3,14.7,13.9,1.d4 d5 2.c4 Nc6 3.Nc3 dxc4 4.Nf3
"Queen's Gambit Refused, Chigorin Defense, Lazard Gambit",black,339,D06,2022-03-07,2158,2193,28.9,21.8,49.3,1.d4 d5 2.c4 Nc6 3.Nf3 e5
"Queen's Gambit Refused, Chigorin Defense, Main Line",black,3107,D07,2022-10-09,2192,2225,30.1,26.3,43.5,1.d4 d5 2.c4 Nc6 3.Nf3 Bg4
"Queen's Gambit Refused, Chigorin Defense, Main Line, Alekhine Variation",white,105,D07,2022-02-22,2467,2365,53.3,28.6,18.1,1.d4 d5 2.c4 Nc6 3.Nf3 Bg4 4.Qa4
"Queen's Gambit Refused, Chigorin Defense, Modern Gambit",black,856,D06,2022-07-25,2200,2244,25.2,27.0,47.8,1.d4 d5 2.c4 Nc6 3.Nc3 Nf6 4.Nf3 dxc4
"Queen's Gambit Refused, Chigorin Defense, Tartakower Gambit",black,205,D06,2022-08-09,2182,2227,27.8,21.5,50.7,1.d4 d5 2.c4 Nc6 3.Nc3 e5
"Queen's Gambit Refused, Marshall Defense",black,2975,D06,2022-09-18,1689,1715,15.9,13.4,70.7,1.d4 d5 2.c4 Nf6
"Queen's Indian Defense, Anti-Queen's Indian System",white,911,E17,2022-08-05,2384,2340,43.1,35.9,21.0,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3
"Queen's Indian Defense, Capablanca Variation",black,2388,E16,2022-10-09,2241,2267,23.1,36.5,40.4,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+
"Queen's Indian Defense, Classical Variation",white,1278,E17,2022-10-02,2305,2273,44.1,33.0,22.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O
"Queen's Indian Defense, Classical Variation, Polugayevsky Gambit",white,997,E17,2022-08-28,2387,2339,47.2,30.7,22.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.d5 exd5 8.Nh4
"Queen's Indian Defense, Classical Variation, Tiviakov Defense",black,467,E17,2022-07-05,2344,2402,31.1,39.8,29.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Na6
"Queen's Indian Defense, Classical Variation, Traditional Variation",white,4801,E17,2022-10-08,2358,2329,32.6,46.5,20.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3
"Queen's Indian Defense, Classical Variation, Traditional Variation, Main Line",white,2527,E19,2022-10-08,2356,2326,27.5,49.9,22.7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Ne4 8.Qc2 Nxc3 9.Qxc3
"Queen's Indian Defense, Classical Variation, Traditional Variation, Nimowitsch Line",black,2323,E18,2022-08-26,2091,2119,22.3,30.6,47.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 d5
"Queen's Indian Defense, Euwe Variation",white,390,E17,2022-09-17,2359,2301,39.7,36.1,24.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.b3
"Queen's Indian Defense, Fianchetto Traditional",black,1084,E15,2022-09-04,2187,2214,27.5,29.7,42.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7
"Queen's Indian Defense, Fianchetto Variation, Check Variation",black,218,E15,2022-06-17,2337,2333,27.5,38.1,34.4,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+
"Queen's Indian Defense, Fianchetto Variation, Check Variation, Intermezzo Line",black,5079,E15,2022-10-07,2378,2408,25.1,45.4,29.5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3 Bb4+ 6.Bd2 Be7
"Queen's Indian Defense, Fianchetto Variation, General",white,1978,E15,2022-09-19,2434,2394,30.0,46.6,23.4,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3
"Queen's Indian Defense, Fianchetto Variation, Kramnik Variation",white,1675,E17,2022-10-19,2485,2452,46.5,36.1,17.4,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Re1
"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation",black,4951,E15,2022-10-14,2325,2366,29.7,34.5,35.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6
"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack",white,2552,E15,2022-09-24,2406,2369,30.9,41.7,27.4,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qa4
"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Quiet Line",white,3163,E15,2022-09-18,2428,2389,29.5,41.8,28.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3
"Queen's Indian Defense, Fianchetto Variation, Nimzowitsch Variation, Timman's Line",white,770,E15,2022-07-25,2511,2481,34.7,42.5,22.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qb3
"Queen's Indian Defense, Fianchetto Variation, Rubinstein Variation",white,535,E16,2022-08-20,2324,2313,45.2,26.9,27.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5 6.d5 exd5 7.Nh4
"Queen's Indian Defense, Fianchetto Variation, Saemisch Variation",black,770,E15,2022-09-13,2154,2187,28.2,34.0,37.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5
"Queen's Indian Defense, General",black,988,E12,2022-10-07,2107,2120,44.4,26.6,28.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6
"Queen's Indian Defense, Kasparov Variation",white,2891,E12,2022-10-16,2244,2222,33.7,33.8,32.6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3
"Queen's Indian Defense, Kasparov Variation, Botvinnik Attack",black,129,E12,2021-04-03,2440,2476,37.2,35.7,27.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 g5 7.Bg3 Nh5
"Queen's Indian Defense, Kasparov Variation, General",black,757,E13,2022-08-17,2304,2334,32.2,31.2,36.6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 Bb4
"Queen's Indian Defense, Kasparov-Petrosian Variation",white,280,E17,2022-06-11,2233,2173,58.6,17.9,23.6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3
"Queen's Indian Defense, Kasparov-Petrosian Variation, Andersson Variation",black,747,E12,2022-10-16,2326,2358,24.1,39.8,36.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 Ne4
"Queen's Indian Defense, Kasparov-Petrosian Variation, Classical Variation",black,1506,E12,2022-10-02,2283,2342,20.4,38.0,41.6,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 exd5
"Queen's Indian Defense, Kasparov-Petrosian Variation, Hedgehog Variation",black,876,E17,2022-06-20,2411,2443,34.1,33.8,32.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 g6
"Queen's Indian Defense, Kasparov-Petrosian Variation, Kasparov Attack",white,1859,E12,2022-09-14,2432,2391,37.3,38.3,24.4,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Qc2
"Queen's Indian Defense, Kasparov-Petrosian Variation, Main Line",black,2487,E12,2022-09-25,2347,2373,24.3,41.2,34.5,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5
"Queen's Indian Defense, Kasparov-Petrosian Variation, Marco Defense",black,1429,E12,2022-09-12,2080,2114,22.5,23.8,53.7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 Be7
"Queen's Indian Defense, Kasparov-Petrosian Variation, Petrosian Attack",white,1170,E12,2022-09-02,2456,2424,37.4,38.8,23.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.e3
"Queen's Indian Defense, Kasparov-Petrosian Variation, Rashkovsky Attack",white,111,E12,2022-04-12,2426,2414,28.8,41.4,29.7,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Qa4+
"Queen's Indian Defense, Kasparov-Petrosian Variation, Romanishin Attack",white,385,E12,2022-09-27,2488,2456,36.4,40.5,23.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.Bd2
"Queen's Indian Defense, Miles Variation",white,1105,E12,2022-10-14,2394,2348,40.6,32.2,27.1,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Bf4
"Queen's Indian Defense, Opocensky Variation",white,1065,E17,2022-09-21,2519,2471,41.6,42.2,16.2,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3 Ne4 7.Bd2
"Queen's Indian Defense, Petrosian Variation",white,2993,E12,2022-10-07,2381,2344,37.0,33.3,29.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3
"Queen's Indian Defense, Petrosian Variation, Farago Defense",black,1727,E11,2022-08-29,2388,2424,30.1,37.1,32.8,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7
"Queen's Indian Defense, Riumin Variation",black,1048,E16,2022-09-16,2254,2307,25.5,34.4,40.2,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 Be7
"Queen's Indian Defense, Spassky System",white,4353,E14,2022-09-22,2328,2306,32.3,36.8,30.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3
"Queen's Indian Defense, Yates Variation",black,1296,E16,2022-10-09,2331,2391,25.5,41.7,32.9,1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 a5
"Rat Defense, Accelerated Gurgenidze",black,1222,B07,2022-09-10,2249,2293,34.5,30.4,35.0,1.e4 g6 2.d4 d6 3.Nc3 c6
"Rat Defense, Antal Defense",black,806,B07,2022-09-24,2003,2048,30.1,19.2,50.6,1.e4 d6 2.d4 Nd7
"Rat Defense, Balogh Defense",black,118,B07,2022-05-14,1848,1939,15.3,16.9,67.8,1.e4 d6 2.d4 f5
"Rat Defense, English Rat",black,6540,A41,2022-10-09,2276,2295,42.4,30.0,27.6,1.d4 d6 2.c4 e5
"Rat Defense, Harmonist",white,963,B07,2022-09-11,2137,2114,41.6,22.9,35.4,1.e4 d6 2.f4
"Rat Defense, See also,  Modern Defense (for lines with ...g6)",black,10239,A41,2022-10-05,2215,2252,34.0,28.3,37.7,1.d4 d6
"Rat Defense, Small Center Defense",black,587,C00,2022-09-11,1699,1776,20.9,11.2,67.8,1.e4 d6 2.d4 e6
"Reti Opening, Advance Variation",black,4069,A09,2022-10-15,2315,2324,37.3,28.9,33.8,1.Nf3 d5 2.c4 d4
"Reti Opening, Advance Variation, Michel Gambit",black,199,A09,2022-09-14,2345,2371,39.7,19.6,40.7,1.Nf3 d5 2.c4 d4 3.b4 c5
"Reti Opening, Anglo-Slav Variation, Bled Variation",black,335,A12,2022-10-16,2209,2230,21.5,29.3,49.3,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 g6
"Reti Opening, Anglo-Slav Variation, Bogoljubow Variation II",black,676,A12,2022-10-09,2328,2327,33.1,37.4,29.4,1.Nf3 d5 2.c4 c6 3.b3 Bg4
"Reti Opening, Anglo-Slav Variation, Bogoljubow Variation III",white,769,A12,2022-09-15,2192,2194,38.8,27.8,33.4,1.Nf3 d5 2.c4 c6 3.b3
"Reti Opening, Anglo-Slav Variation, Bogoljubow Variation",white,283,A12,2022-09-24,2266,2245,48.8,28.3,23.0,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2
"Reti Opening, Anglo-Slav Variation, Bogoljubow Variation, Stonewall Line",white,1092,A12,2022-09-05,2248,2253,50.8,27.7,21.5,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 e6 5.g3 Be7 6.Bg2 O-O 7.O-O
"Reti Opening, Anglo-Slav Variation, Capablanca Variation",black,517,A12,2022-04-19,2317,2288,32.7,37.5,29.8,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 Bg4
"Reti Opening, Anglo-Slav Variation, London Defensive System",black,724,A12,2022-05-01,2179,2193,29.1,32.5,38.4,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.g3 Bf5
"Reti Opening, Anglo-Slav Variation, New York System",black,884,A12,2022-09-25,2199,2170,29.3,29.3,41.4,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.Bb2 Bf5
"Reti Opening, Anglo-Slav Variation, Torre System",black,510,A12,2022-09-12,2307,2302,32.5,38.8,28.6,1.Nf3 d5 2.c4 c6 3.b3 Nf6 4.g3 Bg4
"Reti Opening, General",white,4617,A09,2022-10-12,2336,2317,44.0,32.6,23.4,1.Nf3 d5 2.c4
"Reti Opening, Reti Gambit",black,1400,A09,2022-09-18,2218,2249,24.9,31.4,43.6,1.Nf3 d5 2.c4 dxc4
"Reti Opening, Reversed Blumenfeld Gambit",white,290,A09,2022-09-18,2286,2259,43.5,22.1,34.5,1.Nf3 d5 2.c4 d4 3.e3 c5 4.b4
Rubinstein Opening,white,1920,D05,2022-10-11,2147,2121,41.4,26.8,31.8,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3
"Rubinstein Opening, Bogoljubow Defense",black,624,D05,2022-09-14,2219,2241,32.4,30.3,37.3,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3 Nc6 6.Bb2 Bd6 7.O-O O-O
"Rubinstein Opening, Classical Defense",black,369,D05,2022-10-16,2141,2162,26.0,30.9,43.1,1.d4 d5 2.Nf3 Nf6 3.e3 e6 4.Bd3 c5 5.b3 Nc6 6.Bb2 Be7 7.O-O O-O
"Russian Game, Classical Attack",white,2067,C42,2022-10-12,2281,2240,40.8,39.2,20.0,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4
"Russian Game, Classical Attack, Berger Variation",white,229,C42,2022-10-07,2252,2264,37.1,27.1,35.8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1 Bg4 9.c3 f5 10.Nbd2
"Russian Game, Classical Attack, Chigorin Variation",white,876,C42,2022-09-10,2383,2351,38.8,39.3,21.9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.Re1
"Russian Game, Classical Attack, Chigorin Variation, Browne Attack",white,271,C42,2022-09-15,2392,2349,35.1,48.0,17.0,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 Nb4 9.cxd5
"Russian Game, Classical Attack, Chigorin Variation, Main Line",white,1483,C42,2022-09-27,2466,2430,34.9,51.0,14.1,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4 Nb4 9.Be2
"Russian Game, Classical Attack, Jaenisch Variation",white,626,C42,2022-07-16,2385,2337,42.0,37.9,20.1,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O Nc6 8.c4
"Russian Game, Classical Attack, Marshall Variation",black,614,C42,2022-10-15,2167,2170,28.5,32.4,39.1,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6
"Russian Game, Classical Attack, Mason Variation",black,596,C42,2022-09-19,2068,2128,14.3,34.7,51.0,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7 7.O-O O-O
"Russian Game, Classical Attack, Mason-Showalter Variation",black,1041,C42,2022-10-09,2263,2296,20.1,41.8,38.1,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6
"Russian Game, Classical Attack, Staunton Variation",black,1915,C42,2022-10-14,2258,2293,20.1,38.4,41.5,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.O-O O-O 8.c4 c6
